nome,categoria,sinopse,preco
JOURNAL DA GAROTA CORAJOSA,Religião,"Enquanto as histórias apresentadas em Corajosas 1 e Corajosas 2 revelam, por meio da ficção, o que nós, Arlene, Queren, Maria e Thaís, aprendemos a respeito de Cristo e como esse aprendizado impacta e molda nossa vida, neste journal damos um passo ainda mais ousado e significativo. As lições das princesas transformam-se, aqui, em exemplos práticos que ajudarão você a descobrir como ter coragem para:
                
                
                    
                    Conhecer sua fé e viver por ela
                    
                    Ser quem Deus criou você para ser
                    
                    Proteger seu coração
                    
                    Abraçar seu propósito
                    
                    Gostar do que vê no espelho
                    
                    Viver bons relacionamentos
                    
                    Enfrentar os desafios de um mundo nada encantado
                    
                    Perseverar nessa longa jornada chamada vida
                    
                
                
                 
                
                Este não é um guia com respostas prontas, mas um convite para reflexão e aprendizagem. É como sentar à mesa com uma amiga em uma cafeteria. O café soltando fumacinha, as canetas coloridas escapando do estojo, caderninhos abertos e uma conversa que faz o coração ficar quentinho. Vamos lá?
                
                 
                
                
                    
                        Livro capa dura, páginas internas totalmente coloridas e seções interativas com espaço para anotação. Contém duas cartelas de adesivos.","R$ 89,90"
CONFISSÕES,Religião,"CONFESSAR NÃO É APENAS UM ATO DE CONTRIÇÃO, PARA AGOSTINHO, CONFESSAR É LOUVAR!
Esta obra contempla os oito primeiros livros da monumental obra Confissões de Agostinho de Hipona, também conhecido como Santo Agostinho. Em Confissões — que para Agostinho é mais que confessar os pecados: é louvar a Deus — encontramos uma espécie de autobiografia imiscuída em um tratado teológico e filosófico. Escritas por volta do ano 397 e 400 d. C., as Confissões também são uma acurada exegese da Bíblia.
MAIS QUE UMA BIOGRAFIA, CONFISSÕES É UM RETRATO DA PROGRESSÃO DA FÉ DE UM CRISTÃO NOS PRIMÓRDIOS DO CRISTIANISMO.
 Não conseguindo agir em favor da salvação de si mesma por causa do pecado, a humanidade é impedida de alcançar Deus por conta própria. Esse é um dos argumentos que Martinho Lutero expõe em sua obra Da vontade cativa para embasar sua teoria de que não há livre-arbítrio, pois este sempre estaria sob a influência maligna do pecado. 
O HOMEM FOI CRIADO POR DEUS; E DEUS ESTÁ NO HOMEM, E O HOMEM EM DEUS
A edição conta com prefácio, texto sobre o autor, marcador de páginas de cetim em uma edição capa dura. Agostinho é para todos e a leitura de suas Confissões continuará inspirando todos aqueles que queiram o verdadeiro alimento: o alimento da alma e do conhecimento. Que a leitura destes primeiros oito livros também lhe seja uma jornada em busca da nutrição espiritual e do aprendizado de um dos berços da cristandade.","R$ 49,90"
BÍBLIA INFANTIL,Cristianismo,"Bíblia infantil encantadora, especialmente desenvolvida para as crianças explorarem as histórias bíblicas de maneira divertida e envolvente. Com ilustrações coloridas e uma linguagem acessível, este livro proporciona uma introdução cativante aos ensinamentos e valores presentes na Bíblia. Dentro das páginas desta bíblia, as crianças encontrarão uma seleção cuidadosa de histórias bíblicas que abrangem desde o Antigo até o Novo Testamento. Desde a criação do mundo até os ensinamentos de Jesus, cada história é apresentada de forma atraente e adaptada para a compreensão infantil. As ilustrações vivas e expressivas dão vida às histórias bíblicas, permitindo que as crianças visualizem e se conectem com os personagens e eventos descritos. As imagens coloridas estimulam a imaginação e a curiosidade, incentivando as crianças a se envolverem de maneira mais profunda com as lições e os valores apresentados.","R$ 29,90"
CARTAS DE UM DIABO A SEU APRENDIZ,Religião,"Irônica, astuta, irreverente. Assim pode ser descrita esta obra-prima de C.S. Lewis, dedicada a seu amigo J.R.R. Tolkien. 

Um clássico da literatura cristã, este retrato satírico da vida humana, feito pelo ponto de vista do diabo, tem divertido milhões de leitores desde sua primeira publicação, na década de 1940. O livro faz parte da Coleção Especial C.S. Lewis, que conta com um projeto gráfico e tradução aprimorados, além da edição em capa dura. 


                    
                        Cartas de um diabo a seu aprendiz
                    
                     é a correspondência ao mesmo tempo cômica, séria e original entre um diabo e seu sobrinho aprendiz. Revelando uma personalidade mais espirituosa, Lewis apresenta nesta obra best-seller a mais envolvente narrativa já escrita sobre livre arbítrio, fraquezas humanas e tentações — e a superação delas.","R$ 65,89"
A BÍBLIA EM 52 SEMANAS,Bíblias,"Uma jornada interativa pelas Escrituras criada especialmente para as mulheres.
                


                 

Este livro apresenta um plano de estudos da Bíblia criado especialmente para as mulheres, numa abordagem inspiradora para trazer conforto, orientação e fé ao seu dia a dia. 

Com belas ilustrações e espaços para você registrar seus pensamentos, o livro propõe a leitura das Escrituras em pequenas porções diárias ao longo de um ano. 

A cada semana, a autora indica os capítulos que devem ser estudados e comenta algumas das passagens lidas, trazendo perguntas para reflexão, orações e sugestões de atividades para ajudar você a aplicar a sabedoria de Deus em sua vida. 




                    Poderoso e prático
                 
• Dedicando-se de 15 a 20 minutos por dia e usando este livro como guia, você terá lido toda a Bíblia em 12 meses. 


                    Uma perspectiva pessoal
                 
• Além da análise dos textos lidos durante a semana, você encontrará um rico material de discussão para aprofundar o estudo, seja sozinha ou em grupo. 


                    Temas atuais
                 
• Os versículos não são reunidos de forma linear, mas agrupados por assuntos relacionados à vida da mulher moderna, como sucesso, perseverança, superação, felicidade e propósito. 


                    Um dia de descanso
                 
• Você terá leituras sugeridas para seis dias da semana. No sétimo, poderá descansar, refletir ou ler algum trecho que tenha deixado passar.","R$ 54,89"
"BEM-VINDO, ESPÍRITO SANTO",Cristianismo,"ABRA AS PORTAS DO SEU CORAÇÃOEm seu primeiro livro, Bom dia, Espírito Santo, Benny Hinn apresentou o Espírito Santo a milhões de pessoas como um guia pessoal e amigo sempre presente. Mas ainda havia mais a dizer sobre a Terceira Pessoa da Trindade, o que o autor faz com propriedade em Bem-vindo, Espírito Santo, livro que a Renova traz de volta ao mercado em uma nova edição revisada.NESTE LIVRO, VOCÊ VAI DESCOBRIR:• Os nomes e títulos do Espírito Santo• A obra do Espírito na vida de Jesus Cristo• A comunhão transformadora com a Terceira Pessoa da Trindade• Como remover as barreiras para as bênçãosEm Bem-Vindo, Espírito Santo, a Terceira Pessoa da Trindade é apresentada como o grande transformador da vida, cheio de poder para mudar a história do mundo – e a sua também!","R$ 35,09"
O CUIDADO DO CORPO,Cristianismo,"Luciano Subirá, como tantos de sua geração, descuidou-se da boa alimentação, das boas horas de sono e do exercício físico regular. Então, ao ser confrontado por especialistas, percebeu a urgência da mudança que precisava empreender no cuidado de seu corpo. Em sua jornada, Luciano redescobriu a sabedoria bíblica sobre a perspectiva da saúde integral, renovando a mente para, em seguida, abraçar um novo estilo de vida. Tendo deixado para trás mais de sessenta quilos, Subirá compartilha seu aprendizado na busca pelo bem-estar físico e espiritual.","R$ 49,90"
O PESO DA GLÓRIA,Religião,"Nos nove sermões que compõem uma de suas obras mais clássicas, O peso da glória, C.S. Lewis demonstra porque é um dos autores cristãos mais influentes da História. Ele é capaz de tratar os mais variados temas, como pecado e identidade cristã de modo brilhante, trazendo simplicidade e clareza a assuntos complexos, instigando tanto nossa alma quanto nosso intelecto.  


                    Mais um livro da coleção C.S. Lewis, com edição especial, capa dura e nova tradução, O peso da glória é uma leitura obrigatória, pois traz aos leitores contemporâneos as mesmas palavras de inspiração, orientação e apologia da fé cristã que levaram alento a milhares de ouvintes em um tempo recheado de dúvidas.","R$ 49,90"
MANSO E HUMILDE,Religião,"COMO JESUS SE SENTE PERTO DE VOCÊ?
                    
                    Ninguém é muito agradável quando está sofrendo ou pecando. Bem, pelo menos não esperamos agradar a Deus nessas condições. Afinal, como alguém se agradaria de quem pensa: “Como pude estragar tudo de novo?”. Sabemos que Deus nos ama, mas suspeitamos que ele esteja terrivelmente decepcionado conosco. Parece que a única forma de interpretar os fatos é concluir que Deus é, no mínimo, econômico com o que ele dá. Mas Deus nos deu Jesus, e não há nada melhor que poderíamos receber. Venha descobrir com Dane Ortlund as riquezas do coração de Cristo, o qual descreve a si próprio como “manso e humilde”. Se você peca ou sofre — ou seja, se você é cristão — com certeza este livro mudará o seu coração para sempre.","R$ 59,90"
BÍBLIA ZÍPER MÉDIA MARROM,Cristianismo,"Traduzida dos originais hebraico, grego e aramaico pelos monges beneditinos de Maredsous (Bélgica), a Bíblia Ave-Maria foi editada pela primeira vez em 1959 pelos missionários do Imaculado Coração de Maria, sendo a primeira Bíblia católica publicada no Brasil. Com sua linguagem acessível, conquistou os lares brasileiros e, até hoje, é a Bíblia mais popular e querida entre os católicos. Na Bíblia Sagrada Ave-Maria você encontra:- Tradução com linguagem acessível.- Notas de Rodapé para maior aprofundamento nas escrituras.- Índices laterais para identificar facilmente os livros da Bíblia.- Orações diárias do cristão.- Ritos da Santa Missa.- Visão geral do novo catecismo.- Índice doutrinal.- Leitura dos Anos Litúrgicos A, B e C.- Diversos modelos com os melhores preços acessíveis para você escolher.","R$ 93,90"
JESUS,Religião,"Você alguma vez já sentiu como se Jesus não soubesse o que você está enfrentando? Ele é o Deus do universo, entretanto... Será que ele realmente conhece as suas lutas diárias? A boa notícia é: sim!
Por trinta e três anos Jesus sentiu tudo que você já sentiu. Fraqueza. Fadiga. Tristeza. Rejeição. Seus pés se cansaram, sua cabeça doeu. Ele foi tentado e suas forças foram testadas. Você sabe por quê? Porque, quando se tornou humano, Jesus tornou possível vermos a Deus. Suas lágrimas são as lágrimas de Deus. Sua voz é a voz de Deus. Quer saber o que importa para Deus? Descubra o que importa para Jesus. Quer saber o que Deus está realizando no mundo? Considere as palavras e a vida de Jesus. Max escreve: “Olhe para Jesus. Contemple sua vida. Considere seus caminhos. Medite sobre suas palavras. Jesus. Somente Jesus.” Jesus quer que você o conheça. Que a cada página lida, o Herói de toda a história possa falar com você pessoalmente, e que você encontre nele as respostas para as suas mais profundas necessidades.","R$ 49,90"
"JESUS, O MAIOR PSICÓLOGO QUE JÁ EXISTIU",Cristianismo,"COMO OS ENSINAMENTOS DE CRISTO PODEM MELHORAR NOSSA SAÚDE EMOCIONAL E NOS AJUDAR A LIDAR COM OS DESAFIOS DA VIDA.
                
                
                    2 milhões de livros vendidos no Brasil. 
                ","R$ 49,90"
CAFÉ COM DEUS PAI 2025,Religião,"Café Com Deus Pai 2025 oferece uma jornada diária de devocionais que transformam o momento do café em um encontro íntimo com Deus Pai.

Em cada página, você é convidado a parar, refletir e saborear não apenas a sua bebida, mas a vida com uma nova perspectiva.

Descubra como esse encontro diário pode proporcionar conforto, clareza e um novo modo de apreciar cada instante.","R$ 111,90"
CLÁSSICOS SELECIONADOS C. S. LEWIS,Cristianismo,"Alguns dos 
                    livros cristãos mais vendidos
                     reunidos em um só lugar!
                
Pela primeira vez em um só volume, este livro reúne as mais clássicas obras da coleção de C. S. Lewis, uma das figuras mais celebradas da literatura cristã mundial. O volume contém:


                        Cristianismo puro e simples: a mais amada introdução à fé cristã

                        Cartas de um diabo a seu aprendiz: uma obra-prima da sátira

                        O grande divórcio: a escolha entre o céu e o inferno

                        O problema da dor: por que devemos sofrer?

                        Milagres: milagres realmente acontecem?

                        A anatomia de um luto: a jornada espiritual através do luto

                        A abolição do homem: uma defesa dos valores universais

                        Os quatro amores: Afeição, Amizade, Eros, Caridade

“Ao que parece, este dom de Oxford e professor de Cambridge continuará a circular por um longo tempo; ele chama a si mesmo de dinossauro, mas consegue comunicar-se com as pessoas onde quer que estejam.” The Washington Post
                
“Com um amor pela beleza, pelo maravilhoso e pela magia [...] ele nos fala com o poder e a força transformadora de um Platão, um Dante e um Bunyan.” Christianity Today
                
“Se sagacidade e sabedoria, estilo e conhecimento são requisitos para passar pelos portões do Céu, Lewis se encontrará entre os anjos.” The New Yorker
                
“C. S. Lewis é o argumentador ideal para persuadir os que ainda duvidam, aqueles que gostariam de ser cristãos, mas cujo intelecto continua a impedir.” New York Times","R$ 149,90"
CRISTIANISMO PURO E SIMPLES,Cristianismo,"Em um dos períodos mais sombrios da humanidade, a Segunda Guerra Mundial, C.S. Lewis foi convidado pela BBC a fazer uma série de palestras pelo rádio com o intuito de explicar bases da fé cristã de forma simples e clara. Mais tarde, ajustado pelo próprio Lewis, esse material daria origem a Cristianismo puro e simples, um grande clássico da literatura cristã.  


                    Na obra mais popular e acessível de seu legado, Lewis apresenta os principais elementos da cosmovisão cristã e seus princípios básicos, gradativamente conduzindo o leitor a temas mais profundos e complexos, provocando reflexão e debate. Nesta edição especial da coleção C.S. Lewis, com capa dura e tradução de uma das maiores especialistas em Lewis do Brasil, você vai encontrar as palavras que encorajaram e fortaleceram milhares de ouvintes em tempos de guerra — e ainda reverberam mais de 70 anos depois.","R$ 59,90"
MEDIUNIDADE NA UMBANDA,Afro-brasileiras,"Um livro esclarecedor sobre um universo fascinante
 
Quais são as particularidades e o propósito da mediunidade — a conexão com o mundo espiritual — praticada no terreiro? Qual é a base espiritual que define um médium de terreiro e de outros segmentos? Seria a mediunidade a resposta para nossa origem ancestral? 
Se você está estudando a mediunidade, a umbanda e a prática de terreiro, ou se acha esses assuntos intrigantes, este livro será de grande ajuda, com ricas informações baseadas em pesquisa de campo. Caso seja um universo desconhecido para você, Rodrigo Queiroz o guiará com desenvoltura e leveza. Descubra fatos arrebatadores sobre a estrutura espiritual e a particularidade da mediunidade de terreiro, revelações inéditas e mais!
NESTE LIVRO, VOCÊ ENCONTRARÁ:
• o que é mediunidade de terreiro;
• descobertas recentes sobre o corpo espiritual do médium que atua em terreiro;
• a diferença de atuação entre mediunidade de terreiro e outros segmentos;
• métodos de desenvolvimento mediúnico para resultados efetivos;
• o fundamento para esclarecer, vivenciar e se libertar do peso de uma mediunidade que não se encaixa nos moldes preestabelecidos.","R$ 46,90"
BÍBLIA DEVOCIONAL DA PRINCESINHA,Bíblias,"A princesinha vai dormir segura e confortável no amor de Deus.
A hora de dormir é um momento especial entre pais e filhas, e a Bíblia devocional da princesinha vai ajudar a encerrar o dia do melhor jeito possível. São mais de 100 devocionais, orações e atividades para tornar o coração de cada menina mais aberto para a verdade e o amor de Deus. 
Os devocionais ressaltam as maravilhas do Senhor em palavras que a princesinha consegue entender e a seção Graça e gracejos de boa noite oferece maneiras práticas de tornar a Palavra de Deus real na vida dela, enquanto a oração suave ajuda a embalar tudo, como um cobertor aconchegante. Não importa se o dia foi longo ou cansativo, não há maneira melhor de encerrá-lo junto de Deus do que lendo este lindo livro perfeito para todas as meninas.","R$ 69,90"
O DEUS QUE DESTRÓI SONHOS,Teologia,"O Deus cristão não pode ser domesticado. 

Uma tentação constante que cerca a vida cristã é a inversão do chamado: a presunção de que Deus precisa abençoar nosso caminho e seguir nossos planos e sonhos. Essa postura é enganosa e faz parecer que Deus só é fiel quando nos abençoa. Mas e se Deus derrubar o nosso sorvete, ele deixa de ser fiel? Claro que não! Ele continua sendo um Pai sábio e um Deus misericordioso mesmo em meio às nossas frustrações. Às vezes, ele só quer chamar nossa atenção para o caminho certo. Você já deve ter testemunhado gente adulta se comportando como criança por não ter a vida que pediu a Deus. É porque pediu errado!  

Neste livro, Rodrigo Bibo, do podcast Bibotalk, apresenta o caminho do discipulado, o meio para “sonhar” o que Deus já planejou. Aprenda a enxergar e seguir a vontade soberana de Deus expressa em Sua Palavra, tendo uma vida de serviço dedicada a Cristo.","R$ 49,39"
MIL VEZES AMOR,Literatura,"Na nova comédia romântica de Lynn Painter, autora do best-seller Melhor do que nos filmes, uma garota fica presa no pior Dia dos Namorados da sua vida
                
                Emilie Hornby acredita no amor verdadeiro, mas é do tipo que se recusa a ficar sentada esperando o universo mandar sinais. Afinal, por que esperar ser atingida pela flecha do Cupido se ela mesma pode trilhar seu caminho até o “felizes para sempre”?
                Por isso, a jovem decidiu planejar o Dia dos Namorados perfeito. Comprou um presente incrível e vai dizer “eu te amo” pela primeira vez para Joshua Sutton, seu namorado maravilhoso, o único garoto que preenche a maioria de seus requisitos. Só que o dia se revela um completo desastre...
                Depois de bater na caminhonete de Nicholas Stark — seu irritante, sarcástico e charmoso colega de classe —, perder a bolsa de estudos do tão sonhado curso de verão, receber a notícia de que seu pai se mudará em breve e, para piorar, flagrar Josh beijando outra garota, Emilie só quer dormir e esquecer tudo. Mas, no dia seguinte, quando ela acorda, é Dia dos Namorados outra vez. Como em um pesadelo, o pior dia de sua vida passa a se repetir de novo e de novo. Todos os dias.
                Desesperada, Emilie cria diversos planos para sair desse ciclo desastroso. Em cada nova tentativa, Nick Stark ressurge em seu caminho de diferentes maneiras, e, aos poucos, os dois se tornam amigos. Com a ajuda dele, Emilie vai viver como se (literalmente) não houvesse amanhã e descobrir que a vida pode ser bem mais divertida sem roteiro. Ideal para fãs de comédia romântica, o livro traz uma narrativa única, divertida e apaixonante repleta de referências memoráveis às músicas da Taylor Swift.","R$ 65,89"
AMÊNDOAS,Teen,"Livro recomendado pelo BTS!
                    
                    
                        Eu tenho amêndoas em mim.
                            Assim como você.
                            Assim como quem você ama e quem odeia.
                            Mas ninguém consegue senti-las.
                            Você só sabe que elas existem.
                            Esta história é, em resumo, sobre um monstro encontrando outro monstro. Um dos monstros sou eu.
                    
                    Yunjae nasceu com uma condição neurológica chamada alexitimia, ou a incapacidade de identificar e expressar sentimentos, como medo, tristeza, desejo ou raiva. Ele não tem amigos — as duas estruturas em forma de amêndoas localizadas no fundo de seu cérebro causaram isso —, mas a mãe e a avó lhe proporcionam uma vida segura e tranquila. O pequeno apartamento em que moram, acima do sebo da mãe, é decorado com cartazes coloridos com lembretes de quando sorrir, quando agradecer e quando demonstrar preocupação.
                    Então, no seu décimo sexto aniversário, véspera de Natal, tudo muda. Um ato chocante de violência destrói tudo que Yunjae conhece, deixando-o sozinho. Lutando para lidar com a perda, o garoto se isola no silêncio, até a chegada do problemático colega de escola Gon.
                    Conforme começa a se abrir para novas pessoas, algo se modifica lentamente dentro dele. Quando suas novas amizades passam a apresentar níveis de complexidade, Yunjae precisará aprender a lidar com um mundo que não compreende e até se colocar em risco para sair de sua zona de conforto.
                    
                        Livro vencedor do Prêmio Changbi de Ficção para Jovens Adultos e Prêmio Jeju 4.3 Peace Literary.
                    
                    
                        ","R$ 65,89"
FISHER-PRICE - QUANDO ESTOU...,0 - 3 anos,"As histórias desses livros falam sobre sentimentos e emoções presentes no dia a dia das crianças, por meio de rimas e doces ilustrações. Acompanhe seu pequeno nessa leitura e celebre o amor e o carinho em família!","R$ 44,90"
O DIÁRIO DE UMA PRINCESA DESASTRADA 2 - O SEGREDO,Infantil,"Princesas são sempre poderosas, né?

Mas a Princesa Amora Maria Florentina de Florentia, não. Na verdade, ela é poderosa, mas seus novos poderes são tão desastrosos que sempre dá tudo errado, como criar criaturas que não param de chorar ou fazer um chifre de unicórnio brotar bem na testa.

Com poderes tão estranhos e com a ameaça do retorno da terrível vilã do reino, ela ainda precisa se esconder e fi ngir que é a comum Florentina, porém os segredos ao redor dela não têm fim.

Tudo parece melhorar quando a Escola Floripondios de Novos Poderes se inicia, e Amora pode finalmente aprender a controlar seus poderes. Mas como este é o diário da princesa mais desastrada de todas, você já deve imaginar: nada acabou como o planejado.","R$ 76,89"
PERIGOSO!,4 - 6 anos,"Bob, a toupeira macho, adora etiquetar as coisas. Então, um dia, ele encontra uma coisa muito estranha. Uma coisa escamosa. Uma coisa escamosa com dentes pontudos. Ahhh! CUIDADO, Bob","R$ 39,90"
CONHECENDO OS SONS DA FAZENDA: VAQUINHA,Infantil,Nesta coleção você vai ouvir os animais da fazenda e da floresta. São seis animais diferentes em cada livro paraconhecer e aprender seus sons!,"R$ 59,90"
APRENDIZ DO VILÃO,Humorismo,"O segundo volume da trilogia Assistente do Vilão, a fantasia divertida fenômeno do TikTok
                
                
                AVISO À EQUIPE: Ultimamente tem havido um aumento perturbador nos comportamentos de felicidade, alegria e otimismo de maneira geral. Por favor, retome seus hábitos sombrios e ameaçadores o mais rápido possível — A gerência
                
                
                Evie Sage nunca esteve tão feliz de ser a assistente do Vilão. Quem poderia imaginar que trabalhar para um senhor do mal ridiculamente bonito (shhh, é ruim pra imagem dele) seria tão gratificante? Ainda assim, os negócios do mal são muito cansativos, as forças do bem são irritantemente persistentes, e o chefe antes mencionado está... hm... fora do escritório.
                
                
                Mas Rennedawn está afundado em problemas e tudo — até o Reinaldo — aponta para uma catástrofe. Algo peculiar está acontecendo com a magia do reino e fez o castelo do Vilão vulnerável aos inimigos... inclusive seu maior rival, o rei.
                
                
                Em 
                Aprendiz do Vilão
                , Evie precisará aprender novas habilidades para confrontar seu maior desafio: proteger o lar do Vilão, todos os seus trabalhos nefastos e, talvez (desde que ninguém descubra), o reino inteiro. Sem pressão, Evie!
                
                
                Traição. Manusear uma adaga. Conspirar com o inimigo. Tudo isso é tão... tão... maravilhosamente divertido. Mas o que acontece quando a assistente do Vilão está pronta para se tornar sua aprendiz?","R$ 59,90"
OS ÚLTIMOS JOVENS DA TERRA,Literatura,"DIVIRTA-SE	COM	JACK	SULLIVAN	E	O	FIM	DO	MUNDO!	Depois	que	o	planeta	é	invadido	por	monstros	e	zumbis,	Jack	se	une	aos	seus	colegas	para	encarar	o	apocalipse,	onde	não	faltam	aventuras	e	diversão!	Neste	primeiro	livro	você	vai	conhecer	a	história	que	originou	a	série	da	Netflix!	Contando	com	muitas	ilustrações,	o	livro	tem	sido	chamado	da	mistura	perfeita	entre	Diário	de	um	banana	e	The	walking	dead.	Jack	é	um	garoto	de	13	anos	que	precisa	encarar	o	apocalipse	zumbi	sozinho...	ou	não	tão	sozinho	assim.	No	meio	do	caos	que	aconteceu	no	mundo,	ele	se	junta	ao	seu	melhor	amigo	nerd,	ao	ex-valentão	da	escola	e	à	sua	crush	June	Del	Toro	para	encarar	os	desafios	de	um	mundo	dominado	pelos	zumbis.","R$ 39,90"
MELHOR DO QUE NOS FILMES,Literatura,"Sucesso no TikTok, livro de Lynn Painter vai conquistar os fãs de comédias românticas com uma protagonista determinada a encontrar seu “felizes para sempre”
                
                Elizabeth Buxbaum sempre soube que seu vizinho não seria um bom namorado. Apesar de todos acharem Wesley Bennett simpático e muito bonito, Liz tinha certeza de que, na verdade, ele era um chato de galochas.
                Mas Michael Young era diferente. O amor de infância de Liz estava à altura dos protagonistas das comédias românticas que ela tanto gostava, só que havia se mudado para longe quando os dois ainda eram crianças. Dez anos depois, ele estava de volta, mais lindo e charmoso do que nunca.
                Esbarrar com o garoto na escola foi como um sinal do universo. O último ano do ensino médio clamava por acontecimentos grandiosos, um baile inesquecível e momentos apaixonantes. Por isso, como uma boa romântica incurável, Liz estava determinada a fazer qualquer coisa para conquistar o verdadeiro amor. Até mesmo pedir ajuda ao vizinho irritante.
                O plano era infalível: fazer com que Michael notasse sua existência e a convidasse para o tão sonhado baile de formatura. Mas à medida que Wes e Liz se aproximam, ela vai questionar tudo o que sabe sobre o amor e descobrir que talvez seu “felizes para sempre” seja surpreendente — e melhor do que ela poderia imaginar.","R$ 65,89"
ALICE NO PAÍS DAS MARAVILHAS (CLASSIC EDITION),Literatura,"Uma menina, um coelho e uma história capazes de fazer qualquer um de nós voltar a sonhar. Alice é despertada de um leve sono ao pé de uma árvore por um coelho peculiar. Uma criatura alva e falante com roupas engraçadas, que consulta seu relógio e reclama do próprio atraso. Curiosa como toda criança, Alice segue o animal até cair em um buraco sem fim que mudou para sempre a literatura infantil. Mais de 150 anos depois, Alice no País das Maravilhas continua repleto de ensinamentos para aqueles que ousaram seguir o Coelho Branco até sua toca. A DarkSide® Books deu a cartada que seus leitores tanto pediram.  O novo selo editorial Fábulas Dark chega em grande estilo. Alice no País das Maravilhas tem nova tradução da pesquisadora Marcia Heloisa — já conhecida dos darksiders por seu trabalho com Drácula e os dois volumes dedicados a Edgar Allan Poe — , além do poema narrativo “Fantasmagoria”, de 1869, traduzido por Leandro Durazzo. Para os leitores que não abrem mão dos clássicos, a Classic Edition apresenta as ilustrações originais de John Tenniel para a primeira edição de 1865, além de um projeto gráfico que remete à época de lançamento da obra. Um clássico literário, uma obra que sobrevive à passagem do tempo, e que enriquece suas possibilidades de leitura. Alice no País das Maravilhas é uma leitura que encanta crianças com sua trama, arrebata entusiastas da linguagem com seus jogos de palavras, chama a atenção dos fãs do psicodélico por seus personagens, entre tantos outros interesses que as aventuras da pequena Alice atraem. A obra que se tornou mais forte de geração em geração agora encontra lugar no coração dos leitores da DarkSide® Books. Edições impecáveis, de fã para fã. Fábulas Dark | Só os insetos sabem o caminho de casa  A DarkSide® Books vai cair na toca do coelho, atravessar o túnel de árvores e redescobrir jardins secretos que ainda estão florescendo para uma nova geração de leitores. A marca Fábulas Dark vai trazer histórias surpreendentes que atravessaram gerações e se expandiram do mundo das palavras para todos os formatos e manifestações artísticas. Edições únicas e de puro encantamento. Viva a experiência dark no nosso mundo de fábulas.","R$ 64,90"
POWERLESS,Literatura,"Talvez não seja preciso ter um poder para ser poderosa. 
                
                
                
                    Kai é um príncipe poderoso, treinado para matar. Paedyn é uma garota comum que sobrevive fingindo ter poderes. Quando os caminhos dos dois se encontram por acaso, eles não imaginam que serão oponentes em uma competição mágica brutal. Nem que se verão envolvidos em um romance proibido e perigoso — tão impossível quanto inevitável. 
                
                
                Apenas os Notáveis são aceitos no reino de Ilya. Os poderes diversos que possuem há décadas foram concedidos pela Peste, e aqueles que nascem Comuns são apenas isso — comuns. Quando o rei decretou que qualquer pessoa sem uma habilidade especial fosse perseguida e banida, Paedyn Gray tornou-se criminosa por destino e ladra por necessidade. 
                
                Sobreviver nas favelas sem ter um poder não é simples, e Paedyn sabe disso melhor do que ninguém. Treinada para mentir, ela se apresenta como uma Psíquica, camuflando-se da melhor forma possível em meio aos outros. Até o dia em que salva a vida de Kai, um dos príncipes de Ilya. De repente, ela se vê convocada para as Provas do Expurgo, uma competição destinada a exibir os poderes dos Notáveis — exatamente o que ela não tem. Para piorar, Kai é um de seus oponentes, e fica cada vez mais difícil ignorar a atração que cresce entre os dois. A realidade é que, se as Provas não matarem Paedyn, Kai certamente o fará quando descobrir que ela é… completamente Comum. 
                
                
                    Best-seller do 
                    New York
                     Times e queridinho do BookTok, 
                    Powerless
                     é o primeiro livro de uma trilogia emocionante que está conquistando leitores por todo o mundo. Com uma combinação certeira de fantasia e romance, Lauren Roberts reflete sobre a jornada de uma mulher para encontrar a própria força. 
                
                
                
                    Compre na pré-venda e ganhe brindes exclusivos (quantidade limitada).","R$ 69,90"
O DIÁRIO DE UMA PRINCESA DESASTRADA,Literatura,"PRINCESAS SÃO SEMPRE GRACIOSAS, NÉ?
                 
Mas a princesa Amora Maria Florentina de Florentia não. Na verdade, ninguém pode saber que ela é uma princesa e tem que fingir que é apenas a Florentina: a menina desastrada da escola que ninguém gosta! 
E, para piorar, ela é um poço de derrotas. Basta sair da cama que os desastres começam a acontecer. 
Filha da fada mais poderosa, mas sem poderes, tem uma irmã nada boazinha e um arqui-inimigo supermalvado... As coisas não são nadinha fáceis. 
Este diário estar em suas mãos é mais uma coisa para a longa lista de derrotas da Amora e não a deixaria nada feliz. Mas já que ele está com você agora se prepare para conhecer o reino de Florentia, a vida desastrada de Amora e se apaixonar por tudo que ela ama. 
Uma certeza que você pode ter é: nada vai acabar bem!","R$ 68,09"
